Place_TractID,SiteId,PM2.5_Exceptional,PM2.5_ExceedCount,PM2.5_Max,Ozone_Exceptional,Ozone_ExceedCount,Ozone_Max
0669196-06083002013,401.0,0,0.0,19.9,0.0,0.0,0.063
0675000-06077002402,383.0,0,21.0,51.5,0.0,2.0,0.079
0675000-06077003700,383.0,0,21.0,51.5,0.0,2.0,0.079
0675000-06077003803,383.0,0,21.0,51.5,0.0,2.0,0.079
0677000-06085508101,417.0,0,6.0,49.7,0.0,4.0,0.098
0678120-06065043247,366.0,0,1.0,38.2,0.0,112.0,0.136
0678120-06065050500,366.0,0,1.0,38.2,0.0,112.0,0.136
0680812-06099003603,441.0,0,29.0,72.3,0.0,31.0,0.099
0680854-06059075403,308.0,0,9.0,56.2,0.0,4.0,0.076
0680854-06059075603,308.0,0,9.0,56.2,0.0,4.0,0.076
0681666-06095252104,431.0,0,9.0,98.8,0.0,2.0,0.088
0682590-06071009117,356.0,0,0.0,29.3,0.0,17.0,0.081
0682590-06071009119,356.0,0,0.0,29.3,0.0,17.0,0.081
0682590-06071010004,356.0,0,0.0,29.3,0.0,17.0,0.081
0682590-06071012101,356.0,0,0.0,29.3,0.0,17.0,0.081
0682996-06073019208,376.0,0,0.0,27.4,0.0,6.0,0.083
0682996-06073019805,376.0,0,0.0,27.4,0.0,6.0,0.083
0682996-06073019903,376.0,0,0.0,27.4,0.0,6.0,0.083
0682996-06073020019,376.0,0,0.0,27.4,0.0,6.0,0.083
0684200-06037403500,274.0,0,0.0,19.2,0.0,36.0,0.1
0684200-06037403600,274.0,0,0.0,19.2,0.0,36.0,0.1
0684200-06037405400,274.0,0,0.0,19.2,0.0,36.0,0.1
0684200-06037406901,274.0,0,0.0,19.2,0.0,36.0,0.1
0684200-06037406902,274.0,0,0.0,19.2,0.0,36.0,0.1
0684200-06037408141,308.0,0,9.0,56.2,0.0,4.0,0.076
0684550-06059088901,308.0,0,9.0,56.2,0.0,4.0,0.076
0684550-06059099203,308.0,0,9.0,56.2,0.0,4.0,0.076
0685292-06037501002,267.0,0,5.0,66.7,0.0,5.0,0.076
0803455-08059009843,483.0,0,1.0,41.2,0.0,0.0,0.069
0804000-08001008100,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005006854,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005006855,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005081700,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005085900,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08005086300,481.0,0,2.0,46.3,0.0,0.0,0.068
0804000-08035013901,481.0,0,2.0,46.3,0.0,0.0,0.068
0807850-08013012705,483.0,0,1.0,41.2,0.0,0.0,0.069
0807850-08013012707,483.0,0,1.0,41.2,0.0,0.0,0.069
0807850-08013012710,483.0,0,1.0,41.2,0.0,0.0,0.069
0812815-08005005612,481.0,0,2.0,46.3,0.0,0.0,0.068
0812815-08005006815,481.0,0,2.0,46.3,0.0,0.0,0.068
0812815-08005006854,481.0,0,2.0,46.3,0.0,0.0,0.068
0812815-08005083700,481.0,0,2.0,46.3,0.0,0.0,0.068
0812815-08005085800,481.0,0,2.0,46.3,0.0,0.0,0.068
0812815-08005085900,481.0,0,2.0,46.3,0.0,0.0,0.068
0816000-08041003400,481.0,0,2.0,46.3,0.0,0.0,0.068
0816000-08041005104,481.0,0,2.0,46.3,0.0,0.0,0.068
0816000-08041006700,481.0,0,2.0,46.3,0.0,0.0,0.068
0816000-08041007500,481.0,0,2.0,46.3,0.0,0.0,0.068
0816000-08041007601,481.0,0,2.0,46.3,0.0,0.0,0.068
0820000-08031001902,481.0,0,2.0,46.3,0.0,0.0,0.068
0827425-08069000300,483.0,0,1.0,41.2,0.0,0.0,0.069
0827425-08069002501,483.0,0,1.0,41.2,0.0,0.0,0.069
0832155-08123000704,483.0,0,1.0,41.2,0.0,0.0,0.069
0832155-08123000705,483.0,0,1.0,41.2,0.0,0.0,0.069
0843000-08059010100,483.0,0,1.0,41.2,0.0,0.0,0.069
0843000-08059011721,483.0,0,1.0,41.2,0.0,0.0,0.069
0846465-08069002010,483.0,0,1.0,41.2,0.0,0.0,0.069
0862000-08101000903,481.0,0,2.0,46.3,0.0,0.0,0.068
0877290-08001008541,483.0,0,1.0,41.2,0.0,0.0,0.069
0877290-08001008551,483.0,0,1.0,41.2,0.0,0.0,0.069
0877290-08001009001,483.0,0,1.0,41.2,0.0,0.0,0.069
0877290-08001009307,483.0,0,1.0,41.2,0.0,0.0,0.069
0877290-08001015000,483.0,0,1.0,41.2,0.0,0.0,0.069
0877290-08001061200,483.0,0,1.0,41.2,0.0,0.0,0.069
0883835-08001009502,483.0,0,1.0,41.2,0.0,0.0,0.069
0883835-08001009606,483.0,0,1.0,41.2,0.0,0.0,0.069
0883835-08001060000,483.0,0,1.0,41.2,0.0,0.0,0.069
0883835-08059010208,483.0,0,1.0,41.2,0.0,0.0,0.069
1207300-12099007002,592.0,0,0.0,24.0,0.0,1.0,0.071
1207300-12099007616,592.0,0,0.0,24.0,0.0,1.0,0.071
1207875-12099005411,592.0,0,0.0,24.0,0.0,1.0,0.071
1207875-12099005810,592.0,0,0.0,24.0,0.0,1.0,0.071
1207875-12099005812,592.0,0,0.0,24.0,0.0,1.0,0.071
1207875-12099006602,592.0,0,0.0,24.0,0.0,1.0,0.071
1210275-12071010305,679.0,0,0.0,15.2,0.0,4.0,0.08
1212875-12103025505,679.0,0,0.0,15.2,0.0,4.0,0.08
1212875-12103025506,679.0,0,0.0,15.2,0.0,4.0,0.08
1212875-12103026820,679.0,0,0.0,15.2,0.0,4.0,0.08
1212875-12103026911,679.0,0,0.0,15.2,0.0,4.0,0.08
1212875-12103026912,679.0,0,0.0,15.2,0.0,4.0,0.08
1214400-12011020205,592.0,0,0.0,24.0,0.0,1.0,0.071
1216475-12011070401,592.0,0,0.0,24.0,0.0,1.0,0.071
1216475-12011070402,592.0,0,0.0,24.0,0.0,1.0,0.071
1216475-12011110327,592.0,0,0.0,24.0,0.0,1.0,0.071
1216475-12011110600,592.0,0,0.0,24.0,0.0,1.0,0.071
1224000-12011041100,592.0,0,0.0,24.0,0.0,1.0,0.071
1224000-12011050207,592.0,0,0.0,24.0,0.0,1.0,0.071
1224000-12011050208,592.0,0,0.0,24.0,0.0,1.0,0.071
1224000-12011050308,592.0,0,0.0,24.0,0.0,1.0,0.071
1225175-12001001400,679.0,0,0.0,15.2,0.0,4.0,0.08
1225175-12001001701,679.0,0,0.0,15.2,0.0,4.0,0.08
1225175-12001001802,679.0,0,0.0,15.2,0.0,4.0,0.08
1225175-12001001908,679.0,0,0.0,15.2,0.0,4.0,0.08
1225175-12001002219,679.0,0,0.0,15.2,0.0,4.0,0.08
1225175-12001110800,679.0,0,0.0,15.2,0.0,4.0,0.08
1232000-12011080402,592.0,0,0.0,24.0,0.0,1.0,0.071
1235000-12031013906,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105011834,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105011836,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105011902,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105011911,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105012001,679.0,0,0.0,15.2,0.0,4.0,0.08
1238250-12105012113,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103024505,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103024507,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103024510,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103025205,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103025401,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103025411,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103025412,679.0,0,0.0,15.2,0.0,4.0,0.08
1239425-12103025501,679.0,0,0.0,15.2,0.0,4.0,0.08
1243975-12009064128,588.0,0,0.0,24.7,0.0,0.0,0.066
1243975-12009065021,588.0,0,0.0,24.7,0.0,0.0,0.066
1245000-12086001002,592.0,0,0.0,24.0,0.0,1.0,0.071
1245000-12086001004,592.0,0,0.0,24.0,0.0,1.0,0.071
1245000-12086001502,592.0,0,0.0,24.0,0.0,1.0,0.071
1245000-12086001703,592.0,0,0.0,24.0,0.0,1.0,0.071
1245000-12086001801,592.0,0,0.0,24.0,0.0,1.0,0.071
1245000-12086003707,592.0,0,0.0,24.0,0.0,1.0,0.071
1245000-12086006709,592.0,0,0.0,24.0,0.0,1.0,0.071
1245025-12086981000,592.0,0,0.0,24.0,0.0,1.0,0.071
1245060-12086000414,592.0,0,0.0,24.0,0.0,1.0,0.071
1253000-12095012000,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095012500,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095013201,588.0,0,0.0,24.7,0.0,0.0,0.066
1253000-12095013402,588.0,0,0.0,24.7,0.0,0.0,0.066
1253000-12095013508,588.0,0,0.0,24.7,0.0,0.0,0.066
1253000-12095013511,588.0,0,0.0,24.7,0.0,0.0,0.066
1253000-12095013607,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095013803,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095014000,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095014400,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095014811,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095014813,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095015300,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095015402,679.0,0,0.0,15.2,0.0,4.0,0.08
1253000-12095016709,588.0,0,0.0,24.7,0.0,0.0,0.066
1253000-12095016732,588.0,0,0.0,24.7,0.0,0.0,0.066
1254000-12009065231,588.0,0,0.0,24.7,0.0,0.0,0.066
1254000-12009065236,588.0,0,0.0,24.7,0.0,0.0,0.066
1255775-12011110404,592.0,0,0.0,24.0,0.0,1.0,0.071
1257425-12011042900,592.0,0,0.0,24.0,0.0,1.0,0.071
1257425-12011061100,592.0,0,0.0,24.0,0.0,1.0,0.071
1258715-12111382010,588.0,0,0.0,24.7,0.0,0.0,0.066
1263000-12103024804,679.0,0,0.0,15.2,0.0,4.0,0.08
1269700-12011060122,592.0,0,0.0,24.0,0.0,1.0,0.071
1269700-12011060125,592.0,0,0.0,24.0,0.0,1.0,0.071
1269700-12011070321,592.0,0,0.0,24.0,0.0,1.0,0.071
1270600-12073002206,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002207,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002208,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002416,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002508,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002511,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002512,635.0,0,0.0,15.9,0.0,0.0,0.066
1270600-12073002603,635.0,0,0.0,15.9,0.0,0.0,0.066
1271000-12057004000,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057010809,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057011010,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057011014,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057011205,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057011304,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057011802,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057011902,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057011904,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057011905,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057012001,679.0,0,0.0,15.2,0.0,4.0,0.08
1271000-12057012002,679.0,0,0.0,15.2,0.0,4.0,0.08
1276600-12099001002,592.0,0,0.0,24.0,0.0,1.0,0.071
1276600-12099001402,592.0,0,0.0,24.0,0.0,1.0,0.071
1276600-12099007831,592.0,0,0.0,24.0,0.0,1.0,0.071
1301052-13095010403,692.0,0,0.0,21.3,0.0,0.0,0.068
1301052-13095010900,692.0,0,0.0,21.3,0.0,0.0,0.068
1304000-13089023700,692.0,0,0.0,21.3,0.0,0.0,0.068
1304000-13121002600,692.0,0,0.0,21.3,0.0,0.0,0.068
1304000-13121004800,692.0,0,0.0,21.3,0.0,0.0,0.068
1304000-13121008101,692.0,0,0.0,21.3,0.0,0.0,0.068
1304000-13121010114,692.0,0,0.0,21.3,0.0,0.0,0.068
1304204-13245001500,729.0,0,0.0,34.9,0.0,0.0,0.061
1349000-13021010300,692.0,0,0.0,21.3,0.0,0.0,0.068
1349000-13021013407,692.0,0,0.0,21.3,0.0,0.0,0.068
1349000-13021013408,692.0,0,0.0,21.3,0.0,0.0,0.068
1349000-13021013410,692.0,0,0.0,21.3,0.0,0.0,0.068
1349000-13169030104,692.0,0,0.0,21.3,0.0,0.0,0.068
1368516-13121009802,692.0,0,0.0,21.3,0.0,0.0,0.068
1368516-13121010002,692.0,0,0.0,21.3,0.0,0.0,0.068
1369000-13051010101,729.0,0,0.0,34.9,0.0,0.0,0.061
1369000-13051010502,729.0,0,0.0,34.9,0.0,0.0,0.061
1369000-13051010807,729.0,0,0.0,34.9,0.0,0.0,0.061
1380508-13153020106,692.0,0,0.0,21.3,0.0,0.0,0.068
1380508-13153020108,692.0,0,0.0,21.3,0.0,0.0,0.068
1380508-13153021103,692.0,0,0.0,21.3,0.0,0.0,0.068
1380508-13153021201,692.0,0,0.0,21.3,0.0,0.0,0.068
1380508-13225040102,692.0,0,0.0,21.3,0.0,0.0,0.068
15003001901,744.0,0,0.0,16.1,0.0,0.0,0.05
15003003200,744.0,0,0.0,16.1,0.0,0.0,0.05
15003003407,744.0,0,0.0,16.1,0.0,0.0,0.05
15003003900,744.0,0,0.0,16.1,0.0,0.0,0.05
15003006600,744.0,0,0.0,16.1,0.0,0.0,0.05
15003007303,744.0,0,0.0,16.1,0.0,0.0,0.05
15003007506,744.0,0,0.0,16.1,0.0,0.0,0.05
15003008611,744.0,0,0.0,16.1,0.0,0.0,0.05
15003008613,744.0,0,0.0,16.1,0.0,0.0,0.05
15003980200,744.0,0,0.0,16.1,0.0,0.0,0.05
15003981400,744.0,0,0.0,16.1,0.0,0.0,0.05
1702154-17031803612,802.0,0,0.0,23.2,0.0,11.0,0.096
1703012-17043846411,802.0,0,0.0,23.2,0.0,11.0,0.096
1706613-17113000504,828.0,0,0.0,23.6,0.0,3.0,0.073
1706613-17113005400,828.0,0,0.0,23.6,0.0,3.0,0.073
1706613-17113006000,828.0,0,0.0,23.6,0.0,3.0,0.073
1714000-17031271800,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031280800,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031280900,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031340600,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031350400,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031351500,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031380500,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031381500,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031690500,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031770902,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031810400,802.0,0,0.0,23.2,0.0,11.0,0.096
1714000-17031841000,802.0,0,0.0,23.2,0.0,11.0,0.096
1718823-17115002300,828.0,0,0.0,23.6,0.0,3.0,0.073
1718823-17115002901,828.0,0,0.0,23.6,0.0,3.0,0.073
1723074-17089850600,802.0,0,0.0,23.2,0.0,11.0,0.096
1738570-17197880417,802.0,0,0.0,23.2,0.0,11.0,0.096
1738570-17197882300,802.0,0,0.0,23.2,0.0,11.0,0.096
1738570-17197882900,802.0,0,0.0,23.2,0.0,11.0,0.096
1738570-17197883100,802.0,0,0.0,23.2,0.0,11.0,0.096
1738570-17197883307,802.0,0,0.0,23.2,0.0,11.0,0.096
1751622-17197880310,802.0,0,0.0,23.2,0.0,11.0,0.096
1759000-17143003402,828.0,0,0.0,23.6,0.0,3.0,0.073
1759000-17143003900,828.0,0,0.0,23.6,0.0,3.0,0.073
1759000-17143004400,828.0,0,0.0,23.6,0.0,3.0,0.073
1759000-17143004802,828.0,0,0.0,23.6,0.0,3.0,0.073
1765000-17201003601,802.0,0,0.0,23.2,0.0,11.0,0.096
1765000-17201003707,802.0,0,0.0,23.2,0.0,11.0,0.096
1765000-17201003710,802.0,0,0.0,23.2,0.0,11.0,0.096
1765000-17201003711,802.0,0,0.0,23.2,0.0,11.0,0.096
1765000-17201003801,802.0,0,0.0,23.2,0.0,11.0,0.096
1768003-17031804102,802.0,0,0.0,23.2,0.0,11.0,0.096
1768003-17031804606,802.0,0,0.0,23.2,0.0,11.0,0.096
1768003-17031804706,802.0,0,0.0,23.2,0.0,11.0,0.096
1768003-17031804714,802.0,0,0.0,23.2,0.0,11.0,0.096
1768003-17031804715,802.0,0,0.0,23.2,0.0,11.0,0.096
1772000-17167000700,828.0,0,0.0,23.6,0.0,3.0,0.073
1772000-17167002700,828.0,0,0.0,23.6,0.0,3.0,0.073
1772000-17167002801,828.0,0,0.0,23.6,0.0,3.0,0.073
1772000-17167003801,828.0,0,0.0,23.6,0.0,3.0,0.073
1779293-17097860600,802.0,0,0.0,23.2,0.0,11.0,0.096
1779293-17097861603,802.0,0,0.0,23.2,0.0,11.0,0.096
1779293-17097861701,802.0,0,0.0,23.2,0.0,11.0,0.096
1805860-18105000502,935.0,0,0.0,19.3,0.0,1.0,0.071
1810342-18057110404,857.0,0,0.0,28.9,0.0,1.0,0.071
1822000-18163001800,935.0,0,0.0,19.3,0.0,1.0,0.071
1822000-18163010202,935.0,0,0.0,19.3,0.0,1.0,0.071
1825000-18003011702,857.0,0,0.0,28.9,0.0,1.0,0.071
1825000-18003980001,857.0,0,0.0,28.9,0.0,1.0,0.071
1825000-18003980002,857.0,0,0.0,28.9,0.0,1.0,0.071
1827000-18089010500,888.0,0,1.0,65.4,0.0,3.0,0.079
1827000-18089010900,888.0,0,1.0,65.4,0.0,3.0,0.079
1827000-18089011700,888.0,0,1.0,65.4,0.0,3.0,0.079
1827000-18089012100,888.0,0,1.0,65.4,0.0,3.0,0.079
1836003-18097357500,857.0,0,0.0,28.9,0.0,1.0,0.071
1840788-18157010800,888.0,0,1.0,65.4,0.0,3.0,0.079
1851876-18035001700,857.0,0,0.0,28.9,0.0,1.0,0.071
1851876-18035002401,857.0,0,0.0,28.9,0.0,1.0,0.071
1851876-18035002500,857.0,0,0.0,28.9,0.0,1.0,0.071
1871000-18141011202,927.0,0,0.0,23.3,0.0,4.0,0.08
1871000-18141011303,927.0,0,0.0,23.3,0.0,4.0,0.08
1871000-18141011801,927.0,0,0.0,23.3,0.0,4.0,0.08
1871000-18141011900,927.0,0,0.0,23.3,0.0,4.0,0.08
1912000-19113000300,961.0,0,0.0,27.5,0.0,0.0,0.065
1912000-19113000500,961.0,0,0.0,27.5,0.0,0.0,0.065
1912000-19113000600,961.0,0,0.0,27.5,0.0,0.0,0.065
1921000-19153010500,970.0,0,1.0,48.1,0.0,0.0,0.065
1921000-19153011028,970.0,0,1.0,48.1,0.0,0.0,0.065
1938595-19103010400,961.0,0,0.0,27.5,0.0,0.0,0.065
1973335-19193003300,970.0,0,1.0,48.1,0.0,0.0,0.065
1982425-19013002604,961.0,0,0.0,27.5,0.0,0.0,0.065
1982425-19013003002,961.0,0,0.0,27.5,0.0,0.0,0.065
2036000-20209040300,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209040800,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209041800,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209042501,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209043000,1000.0,0,0.0,32.1,0.0,1.0,0.071
2036000-20209044004,1000.0,0,0.0,32.1,0.0,1.0,0.071
2038900-20045001500,995.0,0,0.0,25.9,0.0,0.0,0.066
2052575-20091053801,1000.0,0,0.0,32.1,0.0,1.0,0.071
2053775-20091051700,1000.0,0,0.0,32.1,0.0,1.0,0.071
2053775-20091052201,1000.0,0,0.0,32.1,0.0,1.0,0.071
2071000-20177003301,995.0,0,0.0,25.9,0.0,0.0,0.066
2071000-20177003400,995.0,0,0.0,25.9,0.0,0.0,0.066
2071000-20177003901,995.0,0,0.0,25.9,0.0,0.0,0.066
2079000-20173006600,992.0,0,0.0,32.8,0.0,0.0,0.07
2079000-20173010111,992.0,0,0.0,32.8,0.0,0.0,0.07
2079000-20173010116,992.0,0,0.0,32.8,0.0,0.0,0.07
2146027-21067003916,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010001,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010004,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010005,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010006,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010007,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010008,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010312,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010601,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010701,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111010705,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111011112,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111011403,1020.0,0,0.0,23.7,0.0,4.0,0.074
2148006-21111012802,1020.0,0,0.0,23.7,0.0,4.0,0.074
2205000-22033003201,1048.0,0,0.0,30.7,0.0,4.0,0.078
2205000-22033003507,1048.0,0,0.0,30.7,0.0,4.0,0.078
2205000-22033004011,1048.0,0,0.0,30.7,0.0,4.0,0.078
2240735-22055001402,1057.0,0,0.0,28.5,0.0,1.0,0.072
2240735-22055001411,1057.0,0,0.0,28.5,0.0,1.0,0.072
2240735-22055001903,1057.0,0,0.0,28.5,0.0,1.0,0.072
2240735-22055001905,1057.0,0,0.0,28.5,0.0,1.0,0.072
2241155-22019001700,1057.0,0,0.0,28.5,0.0,1.0,0.072
2255000-22071000601,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071000701,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071000901,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071000902,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071000903,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071000904,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071001500,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071001730,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071001734,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071001751,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071002100,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071006900,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071008600,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071013600,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071013800,1048.0,0,0.0,30.7,0.0,4.0,0.078
2255000-22071014300,1048.0,0,0.0,30.7,0.0,4.0,0.078
2270000-22015010400,1057.0,0,0.0,28.5,0.0,1.0,0.072
2270000-22015010801,1057.0,0,0.0,28.5,0.0,1.0,0.072
